timestamp,latitude,longitude,mpu_acc_x_g,mpu_acc_y_g,mpu_acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,adxl_acc_x_g,adxl_acc_y_g,adxl_acc_z_g,risk
2026-01-01 00:12:03,23.519998,87.310006,0.0485,0.0126,1.0481,1.367,0.474,0.192,0.0578,0.0249,1.0222,low
2026-01-01 00:12:04,23.519995,87.310010,0.0630,-0.0256,0.9972,0.339,0.315,1.062,0.0735,-0.0196,0.9923,low
2026-01-01 00:12:05,23.519997,87.310008,0.0254,0.0370,0.9986,1.604,1.206,0.008,0.0958,0.0424,1.0373,low
2026-01-01 00:12:06,23.519995,87.310009,0.0232,0.0246,0.9832,2.882,0.767,0.428,0.1290,-0.0247,1.0552,low
2026-01-01 00:12:07,23.519999,87.309998,0.0360,0.0807,1.0374,0.493,0.919,0.068,0.0215,0.0330,0.9976,low
2026-01-01 00:12:08,23.519996,87.309990,0.0906,-0.0278,1.0365,0.981,0.768,0.758,0.0557,0.0729,1.0324,low
2026-01-01 00:12:09,23.519990,87.310003,0.0621,0.0595,1.0237,-0.260,2.374,0.189,0.0497,0.1150,1.0830,low
2026-01-01 00:12:10,23.520008,87.310004,0.0033,0.0003,1.0206,1.701,1.577,1.512,0.1107,0.0466,0.9793,low
2026-01-01 00:12:11,23.519998,87.309995,0.0500,-0.0028,1.0037,-0.733,0.334,1.550,0.0587,0.0759,1.0231,low
2026-01-01 00:12:12,23.519981,87.309993,0.0187,-0.0052,1.0228,1.403,0.850,1.092,0.0563,0.0558,1.0127,low
2026-01-01 00:12:13,23.520004,87.309990,0.0252,0.0679,0.9889,1.940,1.438,1.261,0.0781,0.0306,0.9965,low
2026-01-01 00:12:14,23.520008,87.309991,0.0486,0.0170,1.0199,0.557,2.412,0.473,0.0359,0.0921,0.9946,low
2026-01-01 00:12:15,23.520021,87.310001,0.0517,0.0187,0.9978,2.946,1.634,0.996,0.0816,0.0833,1.0141,low
2026-01-01 00:12:16,23.519999,87.310004,0.0160,-0.0031,1.0059,0.245,1.517,-0.013,0.0454,-0.0103,1.0240,low
2026-01-01 00:12:17,23.519980,87.310001,0.0547,0.0590,1.0244,1.273,1.064,1.501,0.0455,0.0060,1.0639,low
2026-01-01 00:12:18,23.520006,87.309995,0.0595,0.0866,1.0131,0.054,0.159,1.264,0.0804,0.0311,0.9887,low
2026-01-01 00:12:19,23.520020,87.310001,0.0710,0.0535,1.0265,0.865,1.805,0.729,0.0414,0.0666,1.0252,low
2026-01-01 00:12:20,23.519992,87.309982,-0.0208,-0.0081,0.9940,1.131,1.285,1.001,0.0070,0.1208,1.0143,low
2026-01-01 00:12:21,23.519999,87.310003,0.0556,0.0195,1.0382,1.507,1.516,0.645,0.0161,0.0482,1.0464,low
2026-01-01 00:12:22,23.519995,87.309980,0.0541,-0.0225,1.0348,2.049,1.692,0.658,0.0459,0.1231,1.0132,low
2026-01-01 00:12:23,23.519995,87.309993,0.0453,0.0314,0.9572,2.146,1.588,2.076,-0.0128,-0.0344,1.0400,low
2026-01-01 00:12:24,23.520009,87.309994,0.0805,0.0265,1.0252,1.732,0.384,-0.989,0.1175,0.0408,1.0211,low
2026-01-01 00:12:25,23.519999,87.309992,0.0243,-0.0396,1.0341,0.488,1.823,0.541,0.0363,0.0038,1.0798,low
2026-01-01 00:12:26,23.519989,87.309990,0.0368,0.0593,1.0180,1.756,1.066,0.510,0.0467,0.0304,1.0472,low
2026-01-01 00:12:27,23.520000,87.310000,0.0729,0.0237,1.0509,-0.055,1.091,0.885,0.0368,0.1766,1.0447,low
2026-01-01 00:12:28,23.520006,87.310003,0.0173,0.0407,1.0199,-0.721,1.877,1.056,0.0720,0.0339,1.0304,low
2026-01-01 00:12:29,23.519994,87.309994,0.0804,0.0279,1.0115,1.891,0.793,0.916,0.0026,0.0221,0.9967,low
2026-01-01 00:12:30,23.520008,87.309992,0.1059,0.0928,1.0434,1.916,0.825,0.712,0.1203,0.0770,1.0058,medium
2026-01-01 00:12:31,23.519991,87.309985,0.1090,0.0489,1.0235,3.083,2.398,1.814,0.0715,0.0717,1.0264,medium
2026-01-01 00:12:32,23.519999,87.310001,0.1066,0.0108,1.0286,3.543,2.207,0.957,0.0729,0.1121,1.0393,medium
2026-01-01 00:12:33,23.520001,87.310015,0.1034,0.0455,1.0130,2.302,2.511,2.050,0.0736,0.0858,0.9908,medium
2026-01-01 00:12:34,23.519997,87.310008,0.0884,0.0678,1.0055,2.130,1.704,1.033,0.0897,0.1072,1.0205,medium
2026-01-01 00:12:35,23.520003,87.309997,0.0885,0.0900,1.0716,1.964,2.248,0.642,0.1283,0.0305,1.0463,medium
2026-01-01 00:12:36,23.519987,87.310006,0.1071,0.1188,1.0208,2.072,0.695,0.784,0.1069,0.0349,0.9624,medium
2026-01-01 00:12:37,23.520001,87.309988,0.1143,0.0923,1.0443,2.212,0.706,1.481,0.1359,0.0874,0.9817,medium
2026-01-01 00:12:38,23.519998,87.309998,0.1492,0.0256,1.0067,1.744,3.932,0.535,0.1634,0.0480,1.0374,medium
2026-01-01 00:12:39,23.519990,87.310013,0.1018,0.0394,1.0488,3.199,1.848,0.803,0.1047,0.0511,1.0221,medium
2026-01-01 00:12:40,23.519994,87.309992,0.0417,0.0758,0.9799,2.280,0.736,1.640,0.1277,0.1205,1.0233,medium
2026-01-01 00:12:41,23.519993,87.310019,0.1013,0.0753,1.0649,3.280,0.363,1.425,0.1742,0.0765,1.0281,medium
2026-01-01 00:12:42,23.520005,87.309996,0.1243,0.0365,1.0298,1.824,1.445,1.408,0.0892,0.0896,1.0293,medium
2026-01-01 00:12:43,23.519981,87.309993,0.1269,0.0033,1.0681,1.886,1.687,1.919,0.0960,0.1111,1.0931,medium
2026-01-01 00:12:44,23.520002,87.309994,0.0482,0.0472,1.0199,2.748,0.126,0.885,0.1336,0.0702,1.0506,medium
2026-01-01 00:12:45,23.520015,87.310012,0.0622,0.0113,1.0219,1.737,1.035,1.942,0.0817,0.0771,1.0739,medium
2026-01-01 00:12:46,23.519997,87.310003,0.1312,0.0927,1.0371,2.257,2.777,1.067,0.1269,0.1692,1.0217,medium
2026-01-01 00:12:47,23.520016,87.310018,0.1102,0.0796,1.0102,1.410,2.557,0.981,0.0910,0.0931,1.0308,medium
2026-01-01 00:12:48,23.519978,87.310004,0.0844,0.0754,1.0343,1.436,2.873,1.759,0.1406,0.0758,0.9679,medium
2026-01-01 00:12:49,23.519982,87.310000,0.0966,0.1296,1.0138,0.821,3.898,1.647,0.1534,0.0683,1.0302,medium
2026-01-01 00:12:50,23.519977,87.309992,0.0839,0.0767,1.0606,1.627,1.011,0.890,0.1755,0.0932,1.0691,medium
2026-01-01 00:12:51,23.520006,87.310005,0.0506,0.0970,1.0095,1.113,2.990,1.604,0.0878,0.0451,1.0344,medium
2026-01-01 00:12:52,23.519980,87.310008,0.1136,0.0649,1.0542,2.668,1.907,0.909,0.0868,0.0837,0.9961,medium
2026-01-01 00:12:53,23.519988,87.310002,0.0847,0.0577,1.0039,2.318,1.801,1.438,0.0678,0.1323,1.0574,medium
2026-01-01 00:12:54,23.519991,87.309993,0.0936,0.0763,1.0499,0.821,1.742,0.445,0.1715,0.0967,1.1089,medium
2026-01-01 00:12:55,23.519994,87.309996,0.1271,0.0447,1.0265,1.229,3.320,1.704,0.0866,0.0314,1.0506,medium
2026-01-01 00:12:56,23.520018,87.310021,0.0910,0.1170,1.0506,2.304,1.295,2.195,0.0934,0.0591,1.0353,medium
2026-01-01 00:12:57,23.520008,87.310008,0.0901,0.0260,1.0678,2.453,0.978,0.829,0.1277,0.0551,1.0620,medium
2026-01-01 00:12:58,23.520004,87.310010,0.1092,0.0763,1.0131,3.206,1.878,2.338,0.0457,0.1459,0.9934,medium
2026-01-01 00:12:59,23.519991,87.309990,0.1324,0.0390,1.0398,0.832,2.060,1.376,0.0532,0.1263,0.9906,medium
2026-01-01 00:13:00,23.520010,87.309996,0.0501,0.0509,1.0213,1.153,2.598,1.559,0.0923,0.1564,1.0536,medium
2026-01-01 00:13:01,23.519999,87.310000,0.1225,0.0523,1.0420,1.622,0.946,0.393,0.1222,0.0341,1.0810,medium
2026-01-01 00:13:02,23.519997,87.310007,0.0995,0.0981,1.0184,3.019,1.505,1.510,0.0787,0.1732,1.0599,medium
2026-01-01 00:13:03,23.520014,87.309999,0.0950,0.0898,1.0606,3.716,2.487,1.882,0.1355,0.1292,1.0568,medium
2026-01-01 00:13:04,23.520015,87.310004,0.1103,0.0376,1.0700,3.300,2.172,1.249,0.1328,0.0507,0.9817,medium
2026-01-01 00:13:05,23.520013,87.309993,0.0686,0.0967,1.0348,2.084,1.347,1.789,0.1203,0.0478,0.9834,medium
2026-01-01 00:13:06,23.520006,87.310007,0.0914,0.0417,1.0198,0.006,2.095,1.019,0.0856,0.1737,1.0618,medium
2026-01-01 00:13:07,23.519999,87.309986,0.0505,0.0158,1.0148,2.071,1.390,1.622,0.1070,0.0760,1.0224,medium
2026-01-01 00:13:08,23.520004,87.310000,0.1471,0.1008,1.0527,1.225,1.245,0.426,0.1340,0.1132,1.0357,medium
2026-01-01 00:13:09,23.520004,87.309989,0.0800,0.0611,1.0692,2.702,1.759,2.299,0.0735,0.1187,1.0339,medium
2026-01-01 00:13:10,23.520001,87.310016,0.1058,0.0486,1.0319,3.126,1.105,0.758,0.0752,0.0397,1.0624,medium
2026-01-01 00:13:11,23.519995,87.309983,0.0728,0.0347,1.0549,2.599,1.541,1.782,0.1385,0.1055,1.0727,medium
2026-01-01 00:13:12,23.519988,87.309987,0.1346,0.0319,1.0447,2.040,2.714,2.170,0.0740,0.0924,1.0236,medium
2026-01-01 00:13:13,23.520006,87.310005,0.0840,0.1130,1.0106,1.701,0.866,1.716,0.0972,0.0654,1.0634,medium
2026-01-01 00:13:14,23.519988,87.309992,0.0941,0.0677,1.0208,1.347,1.959,0.193,0.1256,0.0739,1.0773,medium
2026-01-01 00:13:15,23.520005,87.310002,0.0185,0.0796,1.0443,1.470,0.908,1.909,0.0708,0.1145,1.0080,medium
2026-01-01 00:13:16,23.520004,87.309998,0.0770,0.0942,0.9841,0.773,0.958,0.800,0.1177,0.0745,1.0761,medium
2026-01-01 00:13:17,23.520014,87.309997,-0.0049,0.0769,1.0418,1.622,2.231,1.562,0.1255,0.1067,1.0075,medium
2026-01-01 00:13:18,23.519995,87.310022,0.1351,0.0645,1.0517,2.470,2.122,1.808,0.0451,0.1700,1.0722,medium
2026-01-01 00:13:19,23.519997,87.310000,0.0817,0.0714,1.0389,3.951,0.529,0.854,0.0272,0.0751,1.0470,medium
2026-01-01 00:13:20,23.519995,87.309981,0.0550,0.0789,1.0561,3.421,1.644,1.692,0.1270,0.1474,1.0615,medium
2026-01-01 00:13:21,23.519991,87.309992,0.0839,0.0435,1.0198,0.890,0.979,2.528,0.0172,0.1227,1.0342,medium
2026-01-01 00:13:22,23.520008,87.309988,0.0908,0.0624,1.0311,2.632,2.289,2.116,0.0811,0.0828,1.0676,medium
2026-01-01 00:13:23,23.519985,87.309999,0.1045,0.1204,1.0127,1.084,1.998,1.279,0.0764,0.0753,1.0698,medium
2026-01-01 00:13:24,23.519999,87.310010,0.0481,0.0465,1.0067,2.413,2.312,1.332,0.1350,0.0139,1.0342,medium
2026-01-01 00:13:25,23.520006,87.309996,0.0866,0.1151,1.0611,1.467,2.397,1.173,0.0916,0.0681,1.0244,medium
2026-01-01 00:13:26,23.520012,87.310010,0.0705,0.0184,1.0004,1.302,1.756,1.322,0.1350,0.0011,1.0413,medium
2026-01-01 00:13:27,23.519997,87.310001,0.0619,0.0557,1.0401,2.413,2.239,1.027,0.0970,0.0489,1.0382,medium
2026-01-01 00:13:28,23.519989,87.310007,0.0952,0.0856,0.9777,1.583,1.233,1.180,0.0971,0.0725,1.0206,medium
2026-01-01 00:13:29,23.520008,87.310015,0.0582,0.0266,1.0125,2.036,1.849,1.607,0.0247,0.0674,1.0786,medium
2026-01-01 00:13:30,23.520008,87.309995,0.0955,0.1156,1.0378,4.010,1.938,1.758,0.1262,0.0617,1.0400,medium
2026-01-01 00:13:31,23.520007,87.310001,0.0626,0.0658,1.0481,0.984,2.592,1.998,0.0999,0.1017,1.0905,medium
2026-01-01 00:13:32,23.520001,87.309990,0.1413,0.0732,1.0204,1.999,0.287,1.556,0.1533,0.0715,1.0593,medium
2026-01-01 00:13:33,23.520000,87.309999,0.1050,0.0641,1.0527,2.244,3.442,2.140,0.0594,0.0678,1.0568,medium
2026-01-01 00:13:34,23.520000,87.310002,0.0550,0.0686,1.0280,2.568,2.059,1.872,0.0958,0.0893,1.0439,medium
2026-01-01 00:13:35,23.519994,87.309991,0.1325,0.0813,1.0450,3.524,1.094,1.304,0.1369,0.1280,1.0075,medium
2026-01-01 00:13:36,23.519993,87.309997,0.0875,0.0453,1.0379,2.537,2.272,0.713,0.0857,0.1462,1.0448,medium
2026-01-01 00:13:37,23.519982,87.309992,0.0777,0.0527,1.0157,1.195,3.284,-0.186,0.1184,0.0942,1.0192,medium
2026-01-01 00:13:38,23.520000,87.309994,0.0848,0.0499,0.9976,2.940,1.904,1.792,0.1654,0.0187,1.0294,medium
2026-01-01 00:13:39,23.519997,87.309997,0.1157,0.0494,1.0705,1.254,1.122,0.892,0.0890,0.0671,1.0241,medium
2026-01-01 00:13:40,23.519988,87.309990,0.0623,0.0652,0.9953,3.270,1.135,1.469,0.0847,0.0107,1.0529,medium
2026-01-01 00:13:41,23.520001,87.310002,0.0941,0.0937,1.0390,3.263,1.003,1.149,0.1437,0.1019,1.0685,medium
2026-01-01 00:13:42,23.519993,87.309997,0.0375,0.0182,1.0517,2.841,0.918,0.987,0.1546,0.0598,1.0293,medium
2026-01-01 00:13:43,23.519996,87.310005,0.0931,0.0651,1.0174,2.495,2.009,0.511,0.1056,0.0494,1.0246,medium
2026-01-01 00:13:44,23.519997,87.310018,0.1158,0.0358,1.0233,2.625,-0.652,2.184,0.1412,0.0995,1.0650,medium
2026-01-01 00:13:45,23.519994,87.310003,0.0790,0.0358,1.0266,1.512,1.300,1.274,0.0658,0.0706,1.0339,medium
2026-01-01 00:13:46,23.519995,87.310011,0.0240,0.0561,1.0347,3.552,1.191,0.999,0.0277,0.0419,1.0380,medium
2026-01-01 00:13:47,23.519985,87.309990,0.0736,0.0641,1.0282,2.795,1.078,0.426,0.1136,0.1349,1.1012,medium
2026-01-01 00:13:48,23.519995,87.310004,0.0849,0.0636,1.0167,2.814,1.724,1.753,0.1234,0.0829,1.0954,medium
2026-01-01 00:13:49,23.519998,87.309998,0.1188,0.1125,1.0421,3.246,3.165,1.074,0.1618,0.0156,1.0774,medium
2026-01-01 00:13:50,23.519989,87.310001,0.1203,0.0326,1.0326,3.793,2.006,1.835,0.1556,0.0996,1.0041,medium
2026-01-01 00:13:51,23.520009,87.310013,0.0997,0.0806,1.0023,1.499,2.079,2.052,0.1778,0.0930,1.0430,medium
2026-01-01 00:13:52,23.519995,87.309979,0.0234,0.0306,0.9836,0.873,2.572,1.169,0.0892,0.1064,1.0153,medium
2026-01-01 00:13:53,23.519996,87.309992,0.0934,0.0793,1.0663,3.299,1.734,1.234,0.0965,0.1218,1.0434,medium
2026-01-01 00:13:54,23.519996,87.309988,0.0705,0.0714,1.0724,2.546,2.684,2.275,0.0874,0.0918,1.0206,medium
2026-01-01 00:13:55,23.520003,87.309999,0.0627,0.0904,1.0163,1.823,1.716,0.955,0.1611,0.1056,1.0569,medium
2026-01-01 00:13:56,23.519997,87.310007,0.1085,0.1256,1.0510,1.922,1.107,0.488,0.1053,0.0516,1.0488,medium
2026-01-01 00:13:57,23.520004,87.310001,0.0779,0.0830,1.0085,1.995,1.481,0.746,0.1286,0.0188,1.0782,medium
2026-01-01 00:13:58,23.519981,87.310000,0.0886,0.0554,1.0265,1.927,1.741,1.934,0.1408,0.0935,1.0411,medium
2026-01-01 00:13:59,23.519995,87.309990,0.1127,0.1136,1.0229,0.952,2.536,1.306,0.0727,0.1348,1.1093,medium
2026-01-01 00:14:00,23.519996,87.310011,0.0875,0.0738,1.0289,1.366,1.307,0.358,0.1468,0.0844,1.0532,medium
2026-01-01 00:14:01,23.520013,87.309992,0.1608,0.1046,1.0227,1.570,0.487,1.768,0.1408,0.0735,1.0756,medium
2026-01-01 00:14:02,23.520018,87.309990,0.1551,0.0524,1.0834,2.130,1.278,0.516,0.1899,0.1188,1.0415,medium
2026-01-01 00:14:03,23.519982,87.309994,0.0896,0.0849,1.0421,1.671,2.214,1.488,0.1070,0.1016,1.0696,medium
2026-01-01 00:14:04,23.520005,87.309992,0.0577,0.0719,1.0076,1.566,0.023,0.720,0.0362,0.0666,1.0090,medium
2026-01-01 00:14:05,23.520003,87.310000,0.0690,0.0773,1.0005,0.952,0.988,1.549,0.1437,0.1052,1.0180,medium
2026-01-01 00:14:06,23.520002,87.310013,0.0882,0.0394,1.0341,1.099,0.845,2.018,0.0725,0.1017,1.0592,medium
2026-01-01 00:14:07,23.520010,87.309992,0.1220,0.0461,1.0234,3.094,3.670,1.604,0.0809,0.0963,0.9936,medium
2026-01-01 00:14:08,23.519996,87.310001,0.0796,0.0552,1.0399,2.824,1.754,0.748,0.0842,0.0407,1.0673,medium
2026-01-01 00:14:09,23.519997,87.310001,0.0597,0.0657,1.0441,1.252,0.965,1.453,0.0664,0.0910,1.0157,medium
2026-01-01 00:14:10,23.520006,87.309973,0.0561,0.0622,1.0223,1.154,3.294,0.939,0.0878,0.1098,1.0001,medium
2026-01-01 00:14:11,23.520001,87.309999,0.1000,0.0394,1.0501,1.344,1.689,1.819,0.0809,0.1559,1.0245,medium
2026-01-01 00:14:12,23.519999,87.310001,0.0657,0.1060,1.0117,3.401,1.999,1.277,0.1188,0.1384,1.0529,medium
2026-01-01 00:14:13,23.519992,87.309996,0.1642,0.0596,1.0312,0.775,1.594,0.549,0.0866,0.0891,1.0395,medium
2026-01-01 00:14:14,23.520014,87.309998,0.1067,0.0481,1.0414,3.320,1.114,1.162,0.1060,0.1143,1.0164,medium
2026-01-01 00:14:15,23.519983,87.310006,0.0577,0.0826,1.0420,2.803,0.136,1.171,0.1048,0.1566,1.0363,medium
2026-01-01 00:14:16,23.520001,87.309989,0.0840,0.0159,1.0477,0.736,0.628,1.066,0.0733,0.0785,1.0375,medium
2026-01-01 00:14:17,23.520003,87.309999,0.1253,0.0940,1.0318,2.275,1.569,1.469,0.0871,0.1463,1.0379,medium
2026-01-01 00:14:18,23.519994,87.309993,0.0320,0.1124,1.0531,1.631,2.413,0.315,0.1176,0.1001,1.0739,medium
2026-01-01 00:14:19,23.519993,87.310019,0.0968,0.1095,1.0174,1.848,2.310,2.951,0.0794,0.1093,1.0509,medium
2026-01-01 00:14:20,23.520014,87.310003,0.0990,0.0922,0.9914,4.256,2.016,0.621,0.0859,0.0936,1.1143,medium
2026-01-01 00:14:21,23.520010,87.310003,0.0740,0.0865,1.0878,1.909,2.450,2.150,0.0981,0.0447,1.0229,medium
2026-01-01 00:14:22,23.519988,87.310007,0.0730,0.0938,1.0831,3.438,1.365,0.968,0.1471,0.0233,1.0545,medium
2026-01-01 00:14:23,23.520000,87.310005,0.0559,0.0847,1.0245,3.083,1.250,1.854,0.1429,0.1620,1.0320,medium
2026-01-01 00:14:24,23.520010,87.309998,0.0577,0.0365,1.0655,3.207,1.693,1.113,0.0061,0.0712,1.0420,medium
2026-01-01 00:14:25,23.519995,87.310008,0.1006,0.0653,0.9834,1.290,2.720,0.390,0.1223,0.1176,1.0460,medium
2026-01-01 00:14:26,23.520021,87.309991,0.0740,0.0904,1.0394,1.543,1.845,-0.172,0.0289,0.1161,0.9700,medium
2026-01-01 00:14:27,23.520000,87.309993,0.0686,0.0835,0.9966,2.607,1.905,1.282,0.0664,0.0130,1.0913,medium
2026-01-01 00:14:28,23.520009,87.310004,0.0820,0.1155,1.0743,1.529,0.911,1.954,0.1088,0.0800,0.9965,medium
2026-01-01 00:14:29,23.520011,87.310001,0.0567,0.0605,1.0026,1.441,2.020,1.512,0.0961,0.1595,1.0345,medium
2026-01-01 00:14:30,23.520005,87.310009,0.0495,0.1240,1.0295,3.065,2.357,2.424,0.1405,0.0551,1.0426,medium
2026-01-01 00:14:31,23.520008,87.309983,0.1030,0.0559,0.9915,1.368,2.095,1.672,0.1090,0.1229,1.0397,medium
2026-01-01 00:14:32,23.520006,87.309998,0.0623,0.0426,1.0224,2.076,0.468,1.577,0.1285,0.0425,1.0777,medium
2026-01-01 00:14:33,23.520001,87.309996,0.1226,0.0652,1.0647,-0.540,0.778,1.740,0.1196,0.1172,1.0974,medium
2026-01-01 00:14:34,23.519996,87.310009,0.1079,0.0421,1.0595,2.896,3.222,2.723,0.1107,0.0661,1.0627,medium
2026-01-01 00:14:35,23.520008,87.310003,0.0329,0.0514,0.9916,2.572,2.974,0.637,0.1416,0.0273,1.0229,medium
2026-01-01 00:14:36,23.520004,87.310014,0.0740,0.0761,1.0346,1.190,1.375,1.208,0.0209,0.0983,1.0292,medium
2026-01-01 00:14:37,23.519997,87.309999,0.1342,0.0519,1.0076,3.348,1.479,1.322,0.0628,0.0529,1.0621,medium
2026-01-01 00:14:38,23.520002,87.309997,0.1149,0.0471,1.0508,1.219,1.159,0.549,0.1130,0.0919,1.0135,medium
2026-01-01 00:14:39,23.519995,87.310003,0.0934,0.0802,1.0609,3.027,0.742,0.941,0.1145,0.0701,1.0560,medium
2026-01-01 00:14:40,23.520006,87.310017,0.0601,0.0462,1.0676,1.376,1.146,1.593,0.1446,-0.0130,1.0265,medium
2026-01-01 00:14:41,23.520019,87.310000,0.1091,0.0441,0.9949,2.934,2.572,1.043,0.0564,0.1832,1.0297,medium
2026-01-01 00:14:42,23.520010,87.310004,0.0620,0.1323,1.0136,1.632,1.578,1.458,0.0352,0.0958,1.0623,medium
2026-01-01 00:14:43,23.520011,87.310007,0.1003,0.0379,1.0217,2.510,1.844,0.227,0.1349,0.0411,1.1126,medium
2026-01-01 00:14:44,23.520014,87.309998,0.0976,0.0174,1.0578,0.574,1.976,1.164,0.1231,0.0662,1.0622,medium
2026-01-01 00:14:45,23.519989,87.309991,0.0986,0.0239,1.0232,3.319,0.823,2.139,0.1694,0.0743,1.0845,medium
2026-01-01 00:14:46,23.520004,87.310015,0.0769,0.0959,1.0389,1.656,2.611,1.405,0.1284,0.0062,1.0515,medium
2026-01-01 00:14:47,23.520005,87.309995,0.1155,0.0619,1.0157,2.081,1.042,0.504,0.1408,0.0600,1.0589,medium
2026-01-01 00:14:48,23.519997,87.310003,0.0696,0.0495,1.0242,2.454,1.976,1.274,0.0666,0.0915,1.0226,medium
2026-01-01 00:14:49,23.520005,87.309998,0.1041,0.0871,1.0225,1.526,1.634,2.012,0.0998,0.0931,1.0375,medium
2026-01-01 00:14:50,23.520004,87.309985,0.0620,0.1221,1.0442,2.507,1.361,0.621,0.1108,0.0550,1.0714,medium
2026-01-01 00:14:51,23.519993,87.310000,0.0785,0.0906,1.0363,2.685,2.637,1.494,0.1429,0.0601,1.0710,medium
2026-01-01 00:14:52,23.520012,87.310002,0.1008,0.0174,1.0087,1.260,0.726,-0.213,0.0588,0.0944,1.0222,medium
2026-01-01 00:14:53,23.519982,87.310019,0.1205,-0.0048,0.9941,0.759,1.116,1.478,0.0234,0.1098,1.0154,medium
2026-01-01 00:14:54,23.520013,87.310006,0.0653,0.0990,0.9988,1.973,1.769,1.215,0.1000,0.0887,1.0410,medium
2026-01-01 00:14:55,23.520010,87.310000,0.1063,0.0558,1.0000,2.436,1.831,0.497,0.0516,0.1502,1.0449,medium
2026-01-01 00:14:56,23.520001,87.309993,0.0879,0.0743,0.9883,2.309,0.720,1.788,0.0920,0.0735,1.0628,medium
2026-01-01 00:14:57,23.520008,87.309993,0.0959,0.0873,1.0243,2.468,2.393,0.892,0.1216,0.0515,1.0134,medium
2026-01-01 00:14:58,23.519999,87.309990,0.0564,0.0779,1.0514,2.264,1.375,1.877,0.1808,0.0818,1.0303,medium
2026-01-01 00:14:59,23.519995,87.309986,0.0878,0.0679,1.0299,4.289,1.933,0.736,0.1014,0.1045,1.0401,medium
2026-01-01 00:15:00,23.520003,87.309990,0.1526,0.0861,1.0770,1.954,3.324,1.267,0.3152,0.1846,1.0622,high
2026-01-01 00:15:01,23.520007,87.310008,0.1278,0.0921,1.0496,3.843,2.315,1.901,0.1964,0.1862,1.0586,high
2026-01-01 00:15:02,23.520006,87.309981,0.1196,0.0835,1.0500,4.254,4.359,2.989,0.1478,0.1444,1.0622,high
2026-01-01 00:15:03,23.519997,87.310006,0.1650,0.0935,1.0937,3.035,2.096,2.971,0.1209,0.2081,1.1287,high
2026-01-01 00:15:04,23.520003,87.309998,0.1060,0.1363,1.0405,5.074,2.860,3.522,0.2272,0.1696,1.1388,high
2026-01-01 00:15:05,23.519998,87.309995,0.1313,0.0740,1.0282,4.210,3.043,1.845,0.1408,0.1033,1.0094,high
2026-01-01 00:15:06,23.519984,87.310002,0.1469,0.0921,1.0665,3.910,2.497,2.258,0.1708,0.0663,1.1124,high
2026-01-01 00:15:07,23.520004,87.310006,0.1754,0.0696,1.0895,2.531,1.232,1.445,0.1633,0.1138,1.0537,high
2026-01-01 00:15:08,23.519979,87.309989,0.1987,0.1219,1.0535,3.538,3.180,2.123,0.1702,0.1416,1.0377,high
2026-01-01 00:15:09,23.520012,87.309991,0.1378,0.0698,1.0077,2.966,2.944,2.841,0.1428,0.1293,1.1051,high
2026-01-01 00:15:10,23.520008,87.309996,0.1530,0.0936,1.0402,2.250,2.343,1.754,0.1301,0.1207,1.0407,high
2026-01-01 00:15:11,23.520011,87.310005,0.1316,0.1128,1.0955,4.025,2.239,3.195,0.1470,0.1751,1.0767,high
2026-01-01 00:15:12,23.520008,87.309991,0.0779,0.1509,1.0670,3.679,2.222,2.995,0.1688,0.1021,1.1254,high
2026-01-01 00:15:13,23.520016,87.309982,0.1266,0.0939,1.0886,3.054,2.441,2.221,0.1907,0.1840,0.9969,high
2026-01-01 00:15:14,23.520000,87.309994,0.1735,0.0934,1.0514,5.262,2.204,1.653,0.2444,0.2184,1.0439,high
2026-01-01 00:15:15,23.520001,87.310000,0.1347,0.1077,1.0622,5.053,1.166,1.035,0.2003,0.1499,1.1357,high
2026-01-01 00:15:16,23.520002,87.309982,0.1563,0.1012,1.0321,2.969,3.032,2.141,0.1488,0.1663,1.0737,high
2026-01-01 00:15:17,23.519997,87.309998,0.0630,0.1268,1.0556,2.181,3.099,2.045,0.1550,0.1523,1.0260,high
2026-01-01 00:15:18,23.519996,87.309993,0.1700,0.1429,1.0489,5.117,2.469,1.765,0.1888,0.1741,1.0759,high
2026-01-01 00:15:19,23.519997,87.309987,0.1433,0.1408,1.0419,2.079,2.759,2.301,0.2164,0.1342,1.0333,high
2026-01-01 00:15:20,23.520010,87.309989,0.1750,0.0421,1.0425,3.805,2.214,1.947,0.1303,0.1345,1.0523,high
2026-01-01 00:15:21,23.520009,87.310004,0.1337,0.1517,1.0766,4.309,1.705,1.544,0.2174,0.1774,1.0258,high
2026-01-01 00:15:22,23.520005,87.309992,0.0672,0.0999,1.0524,2.177,1.936,2.778,0.1471,0.1853,1.0702,high
2026-01-01 00:15:23,23.520011,87.310009,0.1172,0.0691,1.0540,4.529,3.326,1.398,0.0680,0.1215,1.0461,high
2026-01-01 00:15:24,23.520003,87.309985,0.1733,0.1142,1.1092,4.840,3.748,2.336,0.1008,0.1529,1.0623,high
2026-01-01 00:15:25,23.519992,87.310007,0.1313,0.0991,0.9961,4.012,2.582,3.087,0.1793,0.2014,1.0395,high
2026-01-01 00:15:26,23.519992,87.310005,0.1582,0.0549,1.0509,2.398,1.823,2.247,0.1374,0.1438,1.0506,high
